"PERIOD_REF";"PERIOD_COMP";"REGION";"INDICATORS";"UNIT_MES";"VALUE";"STATUS";"STATUS_1"
"2020";;"UR";"Ind_05_02";"UM_2";1.4;"A";
"2018";;"UR";"Ind_06_01";"UM_8";54290.76041;"A";"P"
"2017/2018";;"UR";"Ind_06_02";"UM_2";3.42883327;"A";"P"
"2018";;"UR";"Ind_06_03";"UM_5";18.853;"A";
"2018";;"UR";"Ind_06_04";"UM_5";1.505;"A";
"2018";;"UR";"Ind_06_05";"UM_5";5.409;"A";
"2018";;"UR";"Ind_06_06";"UM_5";11.939;"A";
"2018";;"UR";"Ind_06_07";"UM_9";2798;"A";
"2018";;"UR";"Ind_06_08";"UM_9";587;"A";
"2018";;"UR";"Ind_06_09";"UM_9";411;"A";
"2018";;"UR";"Ind_06_10";"UM_9";1800;"A";
"2019";;"UR";"Ind_07_01";"UM_2";15.39067435;"A";
"2019";;"UR";"Ind_07_02";"UM_10";12.3790533;"A";
"2020";;"UR";"Ind_08_01";"UM_2";1.429702187;"A";
"2019";;"UR";"Ind_08_02";"UM_2";42.9;"A";
"2019";;"UR";"Ind_08_03";"UM_11";46.7;"A";
"2018";;"UR";"Ind_08_04";"UM_12";9.83498168;"A";
"2019";;"UR";"Ind_09_01";"UM_5";165.952;"A";
"2019";;"UR";"Ind_09_02";"UM_5";297.279;"A";
"2019";;"UR";"Ind_10_01";"UM_12";554.22282;"A";
"2019";;"UR";"Ind_10_02";"UM_2";11.67040507;"A";
"2019";;"UR";"Ind_10_03";"UM_2";63.12838105;"A";
"2019";;"UR";"Ind_11_01";"UM_2";1.21593;"A";
"2019";;"UR";"Ind_12_01";"UM_13";114;"A";
"2019";;"UR";"Ind_12_02";"UM_12";1.6;"A";
"2019";;"UR";"Ind_12_03";"UM_12";143.4;"A";
"2019";;"UR";"Ind_12_04";"UM_14";4.8;"A";
"2019";;"UR";"Ind_13_01";"UM_2";24.87808566;"A";
"2019";;"UR";"Ind_13_02";"UM_2";52.87869051;"A";
"2019";;"UR";"Ind_13_03";"UM_2";22.24322383;"A";
"2019";;"UR";"Ind_13_04";"UM_2";24.21;"A";
"2019";;"UR";"Ind_14_01";"UM_2";;"M";
"2019";;"UR";"Ind_14_02";"UM_2";39.20502092;"A";
"2019";;"UR";"Ind_14_03";"UM_2";22.25104603;"A";
"2019";;"UR";"Ind_14_04";"UM_2";36.32635983;"A";
"2019";;"UR";"Ind_14_05";"UM_2";;"M";
"2019";;"UR";"Ind_14_06";"UM_2";;"M";
"2019";;"UR";"Ind_14_07";"UM_2";;"M";
"2019";;"UR";"Ind_14_08";"UM_2";;"M";
"2019";;"UR";"Ind_14_09";"UM_2";;"M";
"2019";;"UR";"Ind_14_10";"UM_2";;"M";
"2019";;"UR";"Ind_15_01";"UM_15";18.80163588;"A";
"2019";;"UR";"Ind_15_02";"UM_15";1.59196333;"A";
"2019";;"UR";"Ind_15_03";"UM_15";2.333049708;"A";
"2019";;"SZ";"Ind_01_01";"UM_1";160.48;"A";
"2010/2019";;"SZ";"Ind_01_02";"UM_2";9.370953452;"A";
"2019";;"SZ";"Ind_01_03";"UM_3";188.5094736;"A";
"2019";;"SZ";"Ind_01_04";"UM_2";19.28215354;"A";
"2019";;"SZ";"Ind_01_05";"UM_2";62.56542871;"A";
"2019";;"SZ";"Ind_01_06";"UM_2";18.15241775;"A";
"2019";;"SZ";"Ind_01_07";"UM_2";82.05072283;"A";
"2019";;"SZ";"Ind_01_08";"UM_2";21.87998504;"A";
"2019";;"SZ";"Ind_01_09";"UM_4";4.611365734;"A";
"2019";;"SZ";"Ind_01_10";"UM_4";1.920880977;"A";
"2019";;"SZ";"Ind_01_11";"UM_4";9.610661828;"A";
"2019";;"SZ";"Ind_01_12";"UM_4";6.926434013;"A";
"2019";;"SZ";"Ind_01_13";"UM_5";69.332;"A";
"2019";;"SZ";"Ind_01_14";"UM_6";2.275139907;"A";
"2019";;"SZ";"Ind_02_01";"UM_2";88.31580903;"A";
"2019";;"SZ";"Ind_02_02";"UM_2";1.882221809;"A";
"2019";;"SZ";"Ind_02_03";"UM_2";3.498420955;"A";
"2019";;"SZ";"Ind_02_04";"UM_2";0.275741839;"U";
"2019";;"SZ";"Ind_02_05";"UM_2";6.342188371;"A";
"2019";;"SZ";"Ind_03_01";"UM_2";56.51866989;"A";
"2019";;"SZ";"Ind_03_02";"UM_2";11.30596322;"A";
"2019";;"SZ";"Ind_03_03";"UM_2";21.8227754;"A";
"2004/2009";;"SZ";"Ind_04_01";"UM_7";908.03;"A";
"2004/2009";;"SZ";"Ind_04_02";"UM_2";6.060372455;"A";
"1979/1985";"2004/2009";"SZ";"Ind_04_03";"UM_2";31.46953405;"A";
"2004/2009";;"SZ";"Ind_04_04";"UM_2";40.54381463;"A";
"1979/1985";"2004/2009";"SZ";"Ind_04_05";"UM_2";-3.500956474;"A";
"2004/2009";;"SZ";"Ind_04_06";"UM_2";33.73677081;"A";
"2004/2009";;"SZ";"Ind_04_07";"UM_2";19.6590421;"A";
"2019";;"SZ";"Ind_05_01";"UM_2";82.1;"A";
"2020";;"SZ";"Ind_05_02";"UM_2";1.5;"A";
"2018";;"SZ";"Ind_06_01";"UM_8";62039.72437;"A";"P"
"2017/2018";;"SZ";"Ind_06_02";"UM_2";2.00671555;"A";"P"
"2018";;"SZ";"Ind_06_03";"UM_5";84.43;"A";
"2018";;"SZ";"Ind_06_04";"UM_5";4.45;"A";
"2018";;"SZ";"Ind_06_05";"UM_5";21.169;"A";
"2018";;"SZ";"Ind_06_06";"UM_5";58.811;"A";
"2018";;"SZ";"Ind_06_07";"UM_9";15504;"A";
"2018";;"SZ";"Ind_06_08";"UM_9";1630;"A";
"2018";;"SZ";"Ind_06_09";"UM_9";2421;"A";
"2018";;"SZ";"Ind_06_10";"UM_9";11453;"A";
"2019";;"SZ";"Ind_07_01";"UM_2";12.27035793;"A";
"2019";;"SZ";"Ind_07_02";"UM_10";15.39450091;"A";
"2020";;"SZ";"Ind_08_01";"UM_2";1.303053798;"A";
"2019";;"SZ";"Ind_08_02";"UM_2";39.4;"A";
"2019";;"SZ";"Ind_08_03";"UM_11";49.9;"A";
"2018";;"SZ";"Ind_08_04";"UM_12";7.93383386;"A";
"2019";;"SZ";"Ind_09_01";"UM_5";309.622;"A";
"2019";;"SZ";"Ind_09_02";"UM_5";566.849;"A";
"2019";;"SZ";"Ind_10_01";"UM_12";646.1156661;"A";
"2019";;"SZ";"Ind_10_02";"UM_2";19.79546389;"A";
"2019";;"SZ";"Ind_10_03";"UM_2";65.9451639;"A";
"2019";;"SZ";"Ind_11_01";"UM_2";1.41426;"A";
"2019";;"SZ";"Ind_12_01";"UM_13";156;"A";
"2019";;"SZ";"Ind_12_02";"UM_12";2;"A";
"2019";;"SZ";"Ind_12_03";"UM_12";148.1;"A";
"2019";;"SZ";"Ind_12_04";"UM_14";4.2;"A";
"2019";;"SZ";"Ind_13_01";"UM_2";19.94416244;"A";
"2019";;"SZ";"Ind_13_02";"UM_2";47.01861252;"A";
"2019";;"SZ";"Ind_13_03";"UM_2";33.03722504;"A";
"2019";;"SZ";"Ind_13_04";"UM_2";26.2;"A";
"2019";;"SZ";"Ind_14_01";"UM_2";23.0980846;"A";
"2019";;"SZ";"Ind_14_02";"UM_2";18.3978502;"A";
"2019";;"SZ";"Ind_14_03";"UM_2";13.81481518;"A";
"2019";;"SZ";"Ind_14_04";"UM_2";36.89279445;"A";
"2019";;"SZ";"Ind_14_05";"UM_2";0.602669596;"A";
"2019";;"SZ";"Ind_14_06";"UM_2";4.58401577;"A";
"2019";;"SZ";"Ind_14_07";"UM_2";;"M";
"2019";;"SZ";"Ind_14_08";"UM_2";;"M";
"2019";;"SZ";"Ind_14_09";"UM_2";2.609770211;"A";
"2019";;"SZ";"Ind_14_10";"UM_2";;"M";
"2019";;"SZ";"Ind_15_01";"UM_15";24.67879245;"A";
"2019";;"SZ";"Ind_15_02";"UM_15";6.301636666;"A";
"2019";;"SZ";"Ind_15_03";"UM_15";2.362328401;"A";
"2019";;"OW";"Ind_01_01";"UM_1";37.93;"A";
"2010/2019";;"OW";"Ind_01_02";"UM_2";6.589855276;"A";
"2019";;"OW";"Ind_01_03";"UM_3";78.91889643;"A";
"2019";;"OW";"Ind_01_04";"UM_2";20.01054574;"A";
"2019";;"OW";"Ind_01_05";"UM_2";60.68547324;"A";
"2019";;"OW";"Ind_01_06";"UM_2";19.30398102;"A";
"2019";;"OW";"Ind_01_07";"UM_2";27.57184287;"A";
"2019";;"OW";"Ind_01_08";"UM_2";14.68230952;"A";
"2019";;"OW";"Ind_01_09";"UM_4";4.988716;"A";
"2019";;"OW";"Ind_01_10";"UM_4";1.425347428;"A";
"2019";;"OW";"Ind_01_11";"UM_4";9.159176994;"A";
"2019";;"OW";"Ind_01_12";"UM_4";7.364295047;"A";
"2019";;"OW";"Ind_01_13";"UM_5";16.192;"A";
"2019";;"OW";"Ind_01_14";"UM_6";2.308670949;"A";
"2019";;"OW";"Ind_02_01";"UM_2";92.00947119;"A";
"2019";;"OW";"Ind_02_02";"UM_2";1.469452818;"U";
"2019";;"OW";"Ind_02_03";"UM_2";1.217323283;"U";
"2019";;"OW";"Ind_02_04";"UM_2";0.563234349;"U";
"2019";;"OW";"Ind_02_05";"UM_2";3.479084451;"U";
"2019";;"OW";"Ind_03_01";"UM_2";68.07576953;"A";
"2019";;"OW";"Ind_03_02";"UM_2";10.35516969;"A";
"2019";;"OW";"Ind_03_03";"UM_2";15.76006314;"A";
"2004/2009";;"OW";"Ind_04_01";"UM_7";490.64;"A";
"2004/2009";;"OW";"Ind_04_02";"UM_2";3.829691831;"A";
"1979/1985";"2004/2009";"OW";"Ind_04_03";"UM_2";34.21428571;"A";
"2004/2009";;"OW";"Ind_04_04";"UM_2";36.85798141;"A";
"1979/1985";"2004/2009";"OW";"Ind_04_05";"UM_2";-4.327813343;"A";
"2004/2009";;"OW";"Ind_04_06";"UM_2";40.69582586;"A";
"2004/2009";;"OW";"Ind_04_07";"UM_2";18.6165009;"A";
"2019";;"OW";"Ind_05_01";"UM_2";84.4;"A";
"2020";;"OW";"Ind_05_02";"UM_2";1.2;"A";
"2018";;"OW";"Ind_06_01";"UM_8";67457.56564;"A";"P"
"2017/2018";;"OW";"Ind_06_02";"UM_2";1.88061577;"A";"P"
"2018";;"OW";"Ind_06_03";"UM_5";22.558;"A";
"2018";;"OW";"Ind_06_04";"UM_5";1.709;"A";
"2018";;"OW";"Ind_06_05";"UM_5";7.327;"A";
"2018";;"OW";"Ind_06_06";"UM_5";13.522;"A";
"2018";;"OW";"Ind_06_07";"UM_9";3670;"A";
"2018";;"OW";"Ind_06_08";"UM_9";642;"A";
"2018";;"OW";"Ind_06_09";"UM_9";543;"A";
"2018";;"OW";"Ind_06_10";"UM_9";2485;"A";
"2019";;"OW";"Ind_07_01";"UM_2";35.03911042;"A";
"2019";;"OW";"Ind_07_02";"UM_10";12.79691297;"A";
"2020";;"OW";"Ind_08_01";"UM_2";0.919963202;"A";
"2019";;"OW";"Ind_08_02";"UM_2";47.3;"A";
"2019";;"OW";"Ind_08_03";"UM_11";48.4;"A";
"2018";;"OW";"Ind_08_04";"UM_12";5.455755156;"A";
"2019";;"OW";"Ind_09_01";"UM_5";349.481;"A";
"2019";;"OW";"Ind_09_02";"UM_5";638.622;"A";
"2019";;"OW";"Ind_10_01";"UM_12";604.7408895;"A";
"2019";;"OW";"Ind_10_02";"UM_2";12.25177518;"A";
"2019";;"OW";"Ind_10_03";"UM_2";68.92526176;"A";
"2019";;"OW";"Ind_11_01";"UM_2";1.07027;"A";
"2019";;"OW";"Ind_12_01";"UM_13";134;"A";
"2019";;"OW";"Ind_12_02";"UM_12";1.3;"A";
"2019";;"OW";"Ind_12_03";"UM_12";132.2;"A";
"2019";;"OW";"Ind_12_04";"UM_14";4.1;"A";
"2019";;"OW";"Ind_13_01";"UM_2";20.15738936;"A";
"2019";;"OW";"Ind_13_02";"UM_2";52.02151469;"A";
"2019";;"OW";"Ind_13_03";"UM_2";27.82109595;"A";
"2019";;"OW";"Ind_13_04";"UM_2";26.53;"A";
"2019";;"OW";"Ind_14_01";"UM_2";11.59170742;"A";
"2019";;"OW";"Ind_14_02";"UM_2";36.67607962;"A";
"2019";;"OW";"Ind_14_03";"UM_2";2.920311316;"A";
"2019";;"OW";"Ind_14_04";"UM_2";37.27529444;"A";
"2019";;"OW";"Ind_14_05";"UM_2";;"M";
"2019";;"OW";"Ind_14_06";"UM_2";;"M";
"2019";;"OW";"Ind_14_07";"UM_2";;"M";
"2019";;"OW";"Ind_14_08";"UM_2";;"M";
"2019";;"OW";"Ind_14_09";"UM_2";;"M";
"2019";;"OW";"Ind_14_10";"UM_2";;"M";
"2019";;"OW";"Ind_15_01";"UM_15";35.51703179;"A";
"2019";;"OW";"Ind_15_02";"UM_15";3.858248989;"A";
"2019";;"OW";"Ind_15_03";"UM_15";1.374170873;"A";
"2019";;"NW";"Ind_01_01";"UM_1";43.087;"A";
"2010/2019";;"NW";"Ind_01_02";"UM_2";5.028763651;"A";
"2019";;"NW";"Ind_01_03";"UM_3";178.532361;"A";
"2019";;"NW";"Ind_01_04";"UM_2";18.0982663;"A";
"2019";;"NW";"Ind_01_05";"UM_2";60.99519577;"A";
"2019";;"NW";"Ind_01_06";"UM_2";20.90653793;"A";
"2019";;"NW";"Ind_01_07";"UM_2";50.52103883;"A";
"2019";;"NW";"Ind_01_08";"UM_2";14.77939982;"A";
"2019";;"NW";"Ind_01_09";"UM_4";4.333217472;"A";
"2019";;"NW";"Ind_01_10";"UM_4";2.062333449;"A";
"2019";;"NW";"Ind_01_11";"UM_4";8.898157803;"A";
"2019";;"NW";"Ind_01_12";"UM_4";7.785888078;"A";
"2019";;"NW";"Ind_01_13";"UM_5";19.112;"A";
"2019";;"NW";"Ind_01_14";"UM_6";2.219704897;"A";
"2019";;"NW";"Ind_02_01";"UM_2";90.63251038;"A";
"2019";;"NW";"Ind_02_02";"UM_2";1.639270811;"U";
"2019";;"NW";"Ind_02_03";"UM_2";3.2335591;"U";
"2019";;"NW";"Ind_02_04";"UM_2";;"Q";
"2019";;"NW";"Ind_02_05";"UM_2";5.418396329;"A";
"2019";;"NW";"Ind_03_01";"UM_2";62.65020756;"A";
"2019";;"NW";"Ind_03_02";"UM_2";11.28195324;"A";
"2019";;"NW";"Ind_03_03";"UM_2";20.23705484;"A";
"2004/2009";;"NW";"Ind_04_01";"UM_7";275.94;"A";
"2004/2009";;"NW";"Ind_04_02";"UM_2";5.370732768;"A";
"1979/1985";"2004/2009";"NW";"Ind_04_03";"UM_2";27.75862069;"A";
"2004/2009";;"NW";"Ind_04_04";"UM_2";37.02616511;"A";
"1979/1985";"2004/2009";"NW";"Ind_04_05";"UM_2";-3.448601663;"A";
"2004/2009";;"NW";"Ind_04_06";"UM_2";33.31158948;"A";
"2004/2009";;"NW";"Ind_04_07";"UM_2";24.29151265;"A";
"2019";;"NW";"Ind_05_01";"UM_2";84.8;"A";
"2020";;"NW";"Ind_05_02";"UM_2";1.4;"A";
"2018";;"NW";"Ind_06_01";"UM_8";73728.59797;"A";"P"
"2017/2018";;"NW";"Ind_06_02";"UM_2";2.62517039;"A";"P"
"2018";;"NW";"Ind_06_03";"UM_5";24.425;"A";
"2018";;"NW";"Ind_06_04";"UM_5";1.22;"A";
"2018";;"NW";"Ind_06_05";"UM_5";7;"A";
"2018";;"NW";"Ind_06_06";"UM_5";16.205;"A";
"2018";;"NW";"Ind_06_07";"UM_9";4080;"A";
"2018";;"NW";"Ind_06_08";"UM_9";452;"A";
"2018";;"NW";"Ind_06_09";"UM_9";580;"A";
"2018";;"NW";"Ind_06_10";"UM_9";3048;"A";
"2019";;"NW";"Ind_07_01";"UM_2";20.77096932;"A";
"2019";;"NW";"Ind_07_02";"UM_10";14.08289786;"A";
"2020";;"NW";"Ind_08_01";"UM_2";1.782547406;"A";
"2019";;"NW";"Ind_08_02";"UM_2";39.7;"A";
"2019";;"NW";"Ind_08_03";"UM_11";50;"A";
"2018";;"NW";"Ind_08_04";"UM_12";3.514161372;"A";
"2019";;"NW";"Ind_09_01";"UM_5";198.243;"A";
"2019";;"NW";"Ind_09_02";"UM_5";330.908;"A";
"2019";;"NW";"Ind_10_01";"UM_12";624.9913241;"A";
"2019";;"NW";"Ind_10_02";"UM_2";15.88569027;"A";
"2019";;"NW";"Ind_10_03";"UM_2";66.87854591;"A";
"2019";;"NW";"Ind_11_01";"UM_2";0.92081;"A";
"2019";;"NW";"Ind_12_01";"UM_13";130;"A";
"2019";;"NW";"Ind_12_02";"UM_12";2.3;"A";
"2019";;"NW";"Ind_12_03";"UM_12";136.6;"A";
"2019";;"NW";"Ind_12_04";"UM_14";4.6;"A";
"2019";;"NW";"Ind_13_01";"UM_2";17.1994944;"A";
"2019";;"NW";"Ind_13_02";"UM_2";47.81884885;"A";
"2019";;"NW";"Ind_13_03";"UM_2";34.98165675;"A";
"2019";;"NW";"Ind_13_04";"UM_2";24.74;"A";
"2019";;"NW";"Ind_14_01";"UM_2";;"M";
"2019";;"NW";"Ind_14_02";"UM_2";35.79598351;"A";
"2019";;"NW";"Ind_14_03";"UM_2";;"M";
"2019";;"NW";"Ind_14_04";"UM_2";64.20401649;"A";
"2019";;"NW";"Ind_14_05";"UM_2";;"M";
"2019";;"NW";"Ind_14_06";"UM_2";;"M";
"2019";;"NW";"Ind_14_07";"UM_2";;"M";
"2019";;"NW";"Ind_14_08";"UM_2";;"M";
"2019";;"NW";"Ind_14_09";"UM_2";;"M";
"2019";;"NW";"Ind_14_10";"UM_2";;"M";
"2019";;"NW";"Ind_15_01";"UM_15";26.14348842;"A";
"2019";;"NW";"Ind_15_02";"UM_15";2.961386299;"A";
"2019";;"NW";"Ind_15_03";"UM_15";1.365013997;"A";
"2019";;"GL";"Ind_01_01";"UM_1";40.59;"A";
"2010/2019";;"GL";"Ind_01_02";"UM_2";5.133651057;"A";
"2019";;"GL";"Ind_01_03";"UM_3";59.62979286;"A";
"2019";;"GL";"Ind_01_04";"UM_2";19.19438285;"A";
"2019";;"GL";"Ind_01_05";"UM_2";60.45084996;"A";
"2019";;"GL";"Ind_01_06";"UM_2";20.35476718;"A";
"2019";;"GL";"Ind_01_07";"UM_2";76.71101256;"A";
"2019";;"GL";"Ind_01_08";"UM_2";24.20546933;"A";
"2019";;"GL";"Ind_01_09";"UM_4";4.296667613;"A";
"2019";;"GL";"Ind_01_10";"UM_4";1.432222538;"A";
"2019";;"GL";"Ind_01_11";"UM_4";10.19841221;"A";
"2019";;"GL";"Ind_01_12";"UM_4";10.27249268;"A";
"2019";;"GL";"Ind_01_13";"UM_5";18.064;"A";
"2019";;"GL";"Ind_01_14";"UM_6";2.20488264;"A";
"2019";;"GL";"Ind_02_01";"UM_2";86.46970544;"A";
"2019";;"GL";"Ind_02_02";"UM_2";1.224406615;"U";
"2019";;"GL";"Ind_02_03";"UM_2";5.479210193;"A";
"2019";;"GL";"Ind_02_04";"UM_2";0.598489303;"U";
"2019";;"GL";"Ind_02_05";"UM_2";4.004943648;"U";
"2019";;"GL";"Ind_03_01";"UM_2";30.08563105;"A";
"2019";;"GL";"Ind_03_02";"UM_2";30.94488421;"A";
"2019";;"GL";"Ind_03_03";"UM_2";24.83889003;"A";
"2004/2009";;"GL";"Ind_04_01";"UM_7";685.43;"A";
"2004/2009";;"GL";"Ind_04_02";"UM_2";2.910581679;"A";
"1979/1985";"2004/2009";"GL";"Ind_04_03";"UM_2";17.14621257;"A";
"2004/2009";;"GL";"Ind_04_04";"UM_2";30.0424551;"A";
"1979/1985";"2004/2009";"GL";"Ind_04_05";"UM_2";-3.92980491;"A";
"2004/2009";;"GL";"Ind_04_06";"UM_2";30.82882278;"A";
"2004/2009";;"GL";"Ind_04_07";"UM_2";36.21814044;"A";
"2019";;"GL";"Ind_05_01";"UM_2";82.1;"A";
"2020";;"GL";"Ind_05_02";"UM_2";2.1;"A";
"2018";;"GL";"Ind_06_01";"UM_8";69860.27602;"A";"P"
"2017/2018";;"GL";"Ind_06_02";"UM_2";-2.670051;"A";"P"
"2018";;"GL";"Ind_06_03";"UM_5";22.003;"A";
"2018";;"GL";"Ind_06_04";"UM_5";1.042;"A";
"2018";;"GL";"Ind_06_05";"UM_5";7.946;"A";
"2018";;"GL";"Ind_06_06";"UM_5";13.015;"A";
"2018";;"GL";"Ind_06_07";"UM_9";3317;"A";
"2018";;"GL";"Ind_06_08";"UM_9";386;"A";
"2018";;"GL";"Ind_06_09";"UM_9";627;"A";
"2018";;"GL";"Ind_06_10";"UM_9";2304;"A";
"2019";;"GL";"Ind_07_01";"UM_2";31.53380526;"A";
"2019";;"GL";"Ind_07_02";"UM_10";19.55442254;"A";
"2020";;"GL";"Ind_08_01";"UM_2";1.828898327;"A";
"2019";;"GL";"Ind_08_02";"UM_2";44.4;"A";
"2019";;"GL";"Ind_08_03";"UM_11";50;"A";
"2018";;"GL";"Ind_08_04";"UM_12";6.617264368;"A";
"2019";;"GL";"Ind_09_01";"UM_5";66.856;"A";
"2019";;"GL";"Ind_09_02";"UM_5";134.958;"A";
"2019";;"GL";"Ind_10_01";"UM_12";588.3969012;"A";
"2019";;"GL";"Ind_10_02";"UM_2";14.45702865;"A";
"2019";;"GL";"Ind_10_03";"UM_2";64.91783256;"A";
"2019";;"GL";"Ind_11_01";"UM_2";1.95778;"A";
"2019";;"GL";"Ind_12_01";"UM_13";136;"A";
"2019";;"GL";"Ind_12_02";"UM_12";3.6;"A";
"2019";;"GL";"Ind_12_03";"UM_12";154.2;"A";
"2019";;"GL";"Ind_12_04";"UM_14";5.6;"A";
"2019";;"GL";"Ind_13_01";"UM_2";23.72033699;"A";
"2019";;"GL";"Ind_13_02";"UM_2";52.10955594;"A";
"2019";;"GL";"Ind_13_03";"UM_2";24.17010707;"A";
"2019";;"GL";"Ind_13_04";"UM_2";21.69;"A";
"2019";;"GL";"Ind_14_01";"UM_2";;"M";
"2019";;"GL";"Ind_14_02";"UM_2";;"M";
"2019";;"GL";"Ind_14_03";"UM_2";28.19274734;"A";
"2019";;"GL";"Ind_14_04";"UM_2";;"M";
"2019";;"GL";"Ind_14_05";"UM_2";;"M";
"2019";;"GL";"Ind_14_06";"UM_2";;"M";
"2019";;"GL";"Ind_14_07";"UM_2";63.02719748;"A";
"2019";;"GL";"Ind_14_08";"UM_2";;"M";
"2019";;"GL";"Ind_14_09";"UM_2";2.749310209;"A";
"2019";;"GL";"Ind_14_10";"UM_2";;"M";
"2019";;"GL";"Ind_15_01";"UM_15";16.80568275;"A";
"2019";;"GL";"Ind_15_02";"UM_15";1.435536965;"A";
