"PERIOD_REF";"PERIOD_COMP";"REGION";"INDICATORS";"UNIT_MES";"VALUE";"STATUS";"STATUS_1"
"2010/2019";;"GR";"Ind_01_02";"UM_2";3.322586842;"A";
"2019";;"GR";"Ind_01_03";"UM_3";28.00986294;"A";
"2019";;"GR";"Ind_01_04";"UM_2";17.77752097;"A";
"2019";;"GR";"Ind_01_05";"UM_2";60.52979334;"A";
"2019";;"GR";"Ind_01_06";"UM_2";21.6926857;"A";
"2019";;"GR";"Ind_01_07";"UM_2";44.91284839;"A";
"2019";;"GR";"Ind_01_08";"UM_2";18.7829425;"A";
"2019";;"GR";"Ind_01_09";"UM_4";4.302969301;"A";
"2019";;"GR";"Ind_01_10";"UM_4";1.72118772;"A";
"2019";;"GR";"Ind_01_11";"UM_4";8.20332159;"A";
"2019";;"GR";"Ind_01_12";"UM_4";8.797181681;"A";
"2019";;"GR";"Ind_01_13";"UM_5";92.439;"A";
"2019";;"GR";"Ind_01_14";"UM_6";2.118478132;"A";
"2019";;"GR";"Ind_02_01";"UM_2";75.23949543;"A";
"2019";;"GR";"Ind_02_02";"UM_2";1.349054662;"A";
"2019";;"GR";"Ind_02_03";"UM_2";13.2341439;"A";
"2019";;"GR";"Ind_02_04";"UM_2";14.71022376;"A";
"2019";;"GR";"Ind_02_05";"UM_2";3.423799582;"A";
"2019";;"GR";"Ind_03_01";"UM_2";40.2252345;"A";
"2019";;"GR";"Ind_03_02";"UM_2";31.5110706;"A";
"2019";;"GR";"Ind_03_03";"UM_2";21.2843659;"A";
"2004/2009";;"GR";"Ind_04_01";"UM_7";7105;"A";
"2004/2009";;"GR";"Ind_04_02";"UM_2";1.951161154;"A";
"1979/1985";"2004/2009";"GR";"Ind_04_03";"UM_2";22.81183558;"A";
"2004/2009";;"GR";"Ind_04_04";"UM_2";28.76185785;"A";
"1979/1985";"2004/2009";"GR";"Ind_04_05";"UM_2";-6.024290306;"A";
"2004/2009";;"GR";"Ind_04_06";"UM_2";27.64095707;"A";
"2004/2009";;"GR";"Ind_04_07";"UM_2";41.64602393;"A";
"2019";;"GR";"Ind_05_01";"UM_2";81.6;"A";
"2020";;"GR";"Ind_05_02";"UM_2";1.9;"A";
"2018";;"GR";"Ind_06_01";"UM_8";73365.99599;"A";"P"
"2017/2018";;"GR";"Ind_06_02";"UM_2";2.18423141;"A";"P"
"2018";;"GR";"Ind_06_03";"UM_5";130.594;"A";
"2018";;"GR";"Ind_06_04";"UM_5";7.071;"A";
"2018";;"GR";"Ind_06_05";"UM_5";26.999;"A";
"2018";;"GR";"Ind_06_06";"UM_5";96.524;"A";
"2018";;"GR";"Ind_06_07";"UM_9";20723;"A";
"2018";;"GR";"Ind_06_08";"UM_9";2435;"A";
"2018";;"GR";"Ind_06_09";"UM_9";3015;"A";
"2018";;"GR";"Ind_06_10";"UM_9";15273;"A";
"2019";;"GR";"Ind_07_01";"UM_2";65.77091827;"A";
"2019";;"GR";"Ind_07_02";"UM_10";24.96773209;"A";
"2020";;"GR";"Ind_08_01";"UM_2";1.395189787;"A";
"2019";;"GR";"Ind_08_02";"UM_2";44.3;"A";
"2019";;"GR";"Ind_08_03";"UM_11";47.3;"A";
"2018";;"GR";"Ind_08_04";"UM_12";7.463817917;"A";
"2019";;"GR";"Ind_09_01";"UM_5";1992.554;"A";
"2019";;"GR";"Ind_09_02";"UM_5";5256.016;"A";
"2019";;"GR";"Ind_10_01";"UM_12";574.5416602;"A";
"2019";;"GR";"Ind_10_02";"UM_2";17.53324281;"A";
"2019";;"GR";"Ind_10_03";"UM_2";54.36136342;"A";
"2019";;"GR";"Ind_11_01";"UM_2";1.27483;"A";
"2019";;"GR";"Ind_12_01";"UM_13";184;"A";
"2019";;"GR";"Ind_12_02";"UM_12";5.2;"A";
"2019";;"GR";"Ind_12_03";"UM_12";148.7;"A";
"2019";;"GR";"Ind_12_04";"UM_14";4.7;"A";
"2019";;"GR";"Ind_13_01";"UM_2";18.13132289;"A";
"2019";;"GR";"Ind_13_02";"UM_2";53.06662049;"A";
"2019";;"GR";"Ind_13_03";"UM_2";28.80205662;"A";
"2019";;"GR";"Ind_13_04";"UM_2";27.28;"A";
"2019";;"GR";"Ind_14_01";"UM_2";13.63009413;"A";
"2019";;"GR";"Ind_14_02";"UM_2";16.34857698;"A";
"2019";;"GR";"Ind_14_03";"UM_2";17.1187677;"A";
"2019";;"GR";"Ind_14_04";"UM_2";29.9389171;"A";
"2019";;"GR";"Ind_14_05";"UM_2";;"M";
"2019";;"GR";"Ind_14_06";"UM_2";8.347304851;"A";
"2019";;"GR";"Ind_14_07";"UM_2";9.099865528;"A";
"2019";;"GR";"Ind_14_08";"UM_2";;"M";
"2019";;"GR";"Ind_14_09";"UM_2";5.516473716;"A";
"2019";;"GR";"Ind_14_10";"UM_2";;"M";
"2019";;"GR";"Ind_15_01";"UM_15";33.16379254;"A";
"2019";;"GR";"Ind_15_02";"UM_15";6.457336714;"A";
"2019";;"GR";"Ind_15_03";"UM_15";0.584739312;"A";
"2019";;"AG";"Ind_01_01";"UM_1";685.845;"A";
"2010/2019";;"AG";"Ind_01_02";"UM_2";12.1640451;"A";
"2019";;"AG";"Ind_01_03";"UM_3";491.6204922;"A";
"2019";;"AG";"Ind_01_04";"UM_2";20.23912108;"A";
"2019";;"AG";"Ind_01_05";"UM_2";61.82504793;"A";
"2019";;"AG";"Ind_01_06";"UM_2";17.93583098;"A";
"2019";;"AG";"Ind_01_07";"UM_2";85.03699816;"A";
"2019";;"AG";"Ind_01_08";"UM_2";25.29653202;"A";
"2019";;"AG";"Ind_01_09";"UM_4";4.665511286;"A";
"2019";;"AG";"Ind_01_10";"UM_4";2.03951169;"A";
"2019";;"AG";"Ind_01_11";"UM_4";10.32805201;"A";
"2019";;"AG";"Ind_01_12";"UM_4";7.326700155;"A";
"2019";;"AG";"Ind_01_13";"UM_5";297.256;"A";
"2019";;"AG";"Ind_01_14";"UM_6";2.277841322;"A";
"2019";;"AG";"Ind_02_01";"UM_2";86.35452768;"A";
"2019";;"AG";"Ind_02_02";"UM_2";1.975757237;"A";
"2019";;"AG";"Ind_02_03";"UM_2";5.074123683;"A";
"2019";;"AG";"Ind_02_04";"UM_2";0.141706962;"U";
"2019";;"AG";"Ind_02_05";"UM_2";5.514948888;"A";
"2019";;"AG";"Ind_03_01";"UM_2";30.18489828;"A";
"2019";;"AG";"Ind_03_02";"UM_2";22.2044058;"A";
"2019";;"AG";"Ind_03_03";"UM_2";31.72787393;"A";
"2004/2009";;"AG";"Ind_04_01";"UM_7";1403.95;"A";
"2004/2009";;"AG";"Ind_04_02";"UM_2";16.98992129;"A";
"1979/1985";"2004/2009";"AG";"Ind_04_03";"UM_2";23.47308489;"A";
"2004/2009";;"AG";"Ind_04_04";"UM_2";44.05926137;"A";
"1979/1985";"2004/2009";"AG";"Ind_04_05";"UM_2";-6.903869599;"A";
"2004/2009";;"AG";"Ind_04_06";"UM_2";36.3973076;"A";
"2004/2009";;"AG";"Ind_04_07";"UM_2";2.55350974;"A";
"2019";;"AG";"Ind_05_01";"UM_2";81.7;"A";
"2020";;"AG";"Ind_05_02";"UM_2";3.4;"A";
"2018";;"AG";"Ind_06_01";"UM_8";64995.81418;"A";"P"
"2017/2018";;"AG";"Ind_06_02";"UM_2";1.64188707;"A";"P"
"2018";;"AG";"Ind_06_03";"UM_5";343.988;"A";
"2018";;"AG";"Ind_06_04";"UM_5";10.119;"A";
"2018";;"AG";"Ind_06_05";"UM_5";94.38;"A";
"2018";;"AG";"Ind_06_06";"UM_5";239.489;"A";
"2018";;"AG";"Ind_06_07";"UM_9";45250;"A";
"2018";;"AG";"Ind_06_08";"UM_9";3420;"A";
"2018";;"AG";"Ind_06_09";"UM_9";7184;"A";
"2018";;"AG";"Ind_06_10";"UM_9";34646;"A";
"2019";;"AG";"Ind_07_01";"UM_2";11.30547531;"A";
"2019";;"AG";"Ind_07_02";"UM_10";19.18947762;"A";
"2020";;"AG";"Ind_08_01";"UM_2";2.654721988;"A";
"2019";;"AG";"Ind_08_02";"UM_2";47.3;"A";
"2019";;"AG";"Ind_08_03";"UM_11";50;"A";
"2018";;"AG";"Ind_08_04";"UM_12";7.62010647;"A";
"2019";;"AG";"Ind_09_01";"UM_5";378.967;"A";
"2019";;"AG";"Ind_09_02";"UM_5";751.363;"A";
"2019";;"AG";"Ind_10_01";"UM_12";588.815804;"A";
"2019";;"AG";"Ind_10_02";"UM_2";24.10251391;"A";
"2019";;"AG";"Ind_10_03";"UM_2";62.54657882;"A";
"2019";;"AG";"Ind_11_01";"UM_2";2.10555;"A";
"2019";;"AG";"Ind_12_01";"UM_13";172;"A";
"2019";;"AG";"Ind_12_02";"UM_12";4.6;"A";
"2019";;"AG";"Ind_12_03";"UM_12";147.1;"A";
"2019";;"AG";"Ind_12_04";"UM_14";5;"A";
"2019";;"AG";"Ind_13_01";"UM_2";17.58843232;"A";
"2019";;"AG";"Ind_13_02";"UM_2";49.90924143;"A";
"2019";;"AG";"Ind_13_03";"UM_2";32.502127;"A";
"2019";;"AG";"Ind_13_04";"UM_2";24.7;"A";
"2019";;"AG";"Ind_14_01";"UM_2";13.5546016;"A";
"2019";;"AG";"Ind_14_02";"UM_2";9.894579191;"A";
"2019";;"AG";"Ind_14_03";"UM_2";16.46631645;"A";
"2019";;"AG";"Ind_14_04";"UM_2";31.52831707;"A";
"2019";;"AG";"Ind_14_05";"UM_2";3.643545177;"A";
"2019";;"AG";"Ind_14_06";"UM_2";8.505534944;"A";
"2019";;"AG";"Ind_14_07";"UM_2";3.068081119;"A";
"2019";;"AG";"Ind_14_08";"UM_2";;"M";
"2019";;"AG";"Ind_14_09";"UM_2";9.781515892;"A";
"2019";;"AG";"Ind_14_10";"UM_2";0.996939655;"A";
"2019";;"AG";"Ind_15_01";"UM_15";36.12613848;"A";
"2019";;"AG";"Ind_15_02";"UM_15";4.892311639;"A";
"2019";;"AG";"Ind_15_03";"UM_15";1.933038143;"A";
"2019";;"TG";"Ind_01_01";"UM_1";279.547;"A";
"2010/2019";;"TG";"Ind_01_02";"UM_2";12.519119;"A";
"2019";;"TG";"Ind_01_03";"UM_3";323.8833984;"A";
"2019";;"TG";"Ind_01_04";"UM_2";20.25169292;"A";
"2019";;"TG";"Ind_01_05";"UM_2";61.80821114;"A";
"2019";;"TG";"Ind_01_06";"UM_2";17.94009594;"A";
"2019";;"TG";"Ind_01_07";"UM_2";67.03774321;"A";
"2019";;"TG";"Ind_01_08";"UM_2";25.15247883;"A";
"2019";;"TG";"Ind_01_09";"UM_4";4.891919161;"A";
"2019";;"TG";"Ind_01_10";"UM_4";1.895618675;"A";
"2019";;"TG";"Ind_01_11";"UM_4";10.37374622;"A";
"2019";;"TG";"Ind_01_12";"UM_4";7.499743714;"A";
"2019";;"TG";"Ind_01_13";"UM_5";121.701;"A";
"2019";;"TG";"Ind_01_14";"UM_6";2.266916459;"A";
"2019";;"TG";"Ind_02_01";"UM_2";89.09951997;"A";
"2019";;"TG";"Ind_02_02";"UM_2";1.267647324;"A";
"2019";;"TG";"Ind_02_03";"UM_2";3.682826489;"A";
"2019";;"TG";"Ind_02_04";"UM_2";0.137205981;"U";
"2019";;"TG";"Ind_02_05";"UM_2";3.870721422;"A";
"2019";;"TG";"Ind_03_01";"UM_2";30.04946184;"A";
"2019";;"TG";"Ind_03_02";"UM_2";29.84397857;"A";
"2019";;"TG";"Ind_03_03";"UM_2";25.38855214;"A";
"2004/2009";;"TG";"Ind_04_01";"UM_7";991.51;"A";
"2004/2009";;"TG";"Ind_04_02";"UM_2";12.27420803;"A";
"1979/1985";"2004/2009";"TG";"Ind_04_03";"UM_2";26.53570315;"A";
"2004/2009";;"TG";"Ind_04_04";"UM_2";51.93896179;"A";
"1979/1985";"2004/2009";"TG";"Ind_04_05";"UM_2";-4.834328165;"A";
"2004/2009";;"TG";"Ind_04_06";"UM_2";21.38959768;"A";
"2004/2009";;"TG";"Ind_04_07";"UM_2";14.3972325;"A";
"2019";;"TG";"Ind_05_01";"UM_2";81.6;"A";
"2020";;"TG";"Ind_05_02";"UM_2";2.5;"A";
"2018";;"TG";"Ind_06_01";"UM_8";62739.07927;"A";"P"
"2017/2018";;"TG";"Ind_06_02";"UM_2";2.37711829;"A";"P"
"2018";;"TG";"Ind_06_03";"UM_5";137.652;"A";
"2018";;"TG";"Ind_06_04";"UM_5";8.672;"A";
"2018";;"TG";"Ind_06_05";"UM_5";41.508;"A";
"2018";;"TG";"Ind_06_06";"UM_5";87.472;"A";
"2018";;"TG";"Ind_06_07";"UM_9";20762;"A";
"2018";;"TG";"Ind_06_08";"UM_9";2667;"A";
"2018";;"TG";"Ind_06_09";"UM_9";3584;"A";
"2018";;"TG";"Ind_06_10";"UM_9";14511;"A";
"2019";;"TG";"Ind_07_01";"UM_2";15.80608513;"A";
"2019";;"TG";"Ind_07_02";"UM_10";19.52675156;"A";
"2020";;"TG";"Ind_08_01";"UM_2";2.482904889;"A";
"2019";;"TG";"Ind_08_02";"UM_2";45.4;"A";
"2019";;"TG";"Ind_08_03";"UM_11";51.7;"A";
"2018";;"TG";"Ind_08_04";"UM_12";7.70267457;"A";
"2019";;"TG";"Ind_09_01";"UM_5";199.509;"A";
"2019";;"TG";"Ind_09_02";"UM_5";402.889;"A";
"2019";;"TG";"Ind_10_01";"UM_12";632.2810267;"A";
"2019";;"TG";"Ind_10_02";"UM_2";16.26002048;"A";
"2019";;"TG";"Ind_10_03";"UM_2";66.34118323;"A";
"2019";;"TG";"Ind_11_01";"UM_2";1.50142;"A";
"2019";;"TG";"Ind_12_01";"UM_13";164;"A";
"2019";;"TG";"Ind_12_02";"UM_12";5.6;"A";
"2019";;"TG";"Ind_12_03";"UM_12";151.5;"A";
"2019";;"TG";"Ind_12_04";"UM_14";5.1;"A";
"2019";;"TG";"Ind_13_01";"UM_2";17.74481527;"A";
"2019";;"TG";"Ind_13_02";"UM_2";53.18196088;"A";
"2019";;"TG";"Ind_13_03";"UM_2";29.07322385;"A";
"2019";;"TG";"Ind_13_04";"UM_2";24.01;"A";
"2019";;"TG";"Ind_14_01";"UM_2";11.45325196;"A";
"2019";;"TG";"Ind_14_02";"UM_2";12.69168586;"A";
"2019";;"TG";"Ind_14_03";"UM_2";12.64204644;"A";
"2019";;"TG";"Ind_14_04";"UM_2";36.67471568;"A";
"2019";;"TG";"Ind_14_05";"UM_2";2.667306876;"A";
"2019";;"TG";"Ind_14_06";"UM_2";8.147823404;"A";
"2019";;"TG";"Ind_14_07";"UM_2";2.274830727;"A";
"2019";;"TG";"Ind_14_08";"UM_2";;"M";
"2019";;"TG";"Ind_14_09";"UM_2";10.59917562;"A";
"2019";;"TG";"Ind_14_10";"UM_2";2.849163437;"A";
"2019";;"TG";"Ind_15_01";"UM_15";34.06854944;"A";
"2019";;"TG";"Ind_15_02";"UM_15";4.127000203;"A";
"2019";;"TG";"Ind_15_03";"UM_15";2.039989583;"A";
"2019";;"TI";"Ind_01_01";"UM_1";351.491;"A";
"2010/2019";;"TI";"Ind_01_02";"UM_2";5.314708782;"A";
"2019";;"TI";"Ind_01_03";"UM_3";128.2331824;"A";
"2019";;"TI";"Ind_01_04";"UM_2";17.95920806;"A";
"2019";;"TI";"Ind_01_05";"UM_2";59.07633481;"A";
"2019";;"TI";"Ind_01_06";"UM_2";22.96445713;"A";
"2019";;"TI";"Ind_01_07";"UM_2";92.79640161;"A";
"2019";;"TI";"Ind_01_08";"UM_2";27.55632434;"A";
"2019";;"TI";"Ind_01_09";"UM_4";3.419244815;"A";
"2019";;"TI";"Ind_01_10";"UM_4";2.051546889;"A";
"2019";;"TI";"Ind_01_11";"UM_4";7.076843626;"A";
"2019";;"TI";"Ind_01_12";"UM_4";9.187979014;"A";
"2019";;"TI";"Ind_01_13";"UM_5";163.671;"A";
"2019";;"TI";"Ind_01_14";"UM_6";2.113434879;"A";
"2019";;"TI";"Ind_02_01";"UM_2";10.21659229;"A";
"2019";;"TI";"Ind_02_02";"UM_2";4.696390573;"A";
"2019";;"TI";"Ind_02_03";"UM_2";88.59738648;"A";
"2019";;"TI";"Ind_02_04";"UM_2";0.142399152;"U";
"2019";;"TI";"Ind_02_05";"UM_2";3.872912956;"A";
"2019";;"TI";"Ind_03_01";"UM_2";62.79808956;"A";
"2019";;"TI";"Ind_03_02";"UM_2";3.931613669;"A";
"2019";;"TI";"Ind_03_03";"UM_2";24.2383916;"A";
"2004/2009";;"TI";"Ind_04_01";"UM_7";2812.25;"A";
"2004/2009";;"TI";"Ind_04_02";"UM_2";5.64707974;"A";
"1979/1985";"2004/2009";"TI";"Ind_04_03";"UM_2";21.62824539;"A";
"2004/2009";;"TI";"Ind_04_04";"UM_2";12.94372833;"A";
"1979/1985";"2004/2009";"TI";"Ind_04_05";"UM_2";-16.13453121;"A";
"2004/2009";;"TI";"Ind_04_06";"UM_2";50.69357276;"A";
"2004/2009";;"TI";"Ind_04_07";"UM_2";30.71561917;"A";
"2019";;"TI";"Ind_05_01";"UM_2";72.2;"A";
"2020";;"TI";"Ind_05_02";"UM_2";3.6;"A";
"2018";;"TI";"Ind_06_01";"UM_8";87612.35896;"A";"P"
"2017/2018";;"TI";"Ind_06_02";"UM_2";3.84691789;"A";"P"
"2018";;"TI";"Ind_06_03";"UM_5";235.703;"A";
"2018";;"TI";"Ind_06_04";"UM_5";3.351;"A";
"2018";;"TI";"Ind_06_05";"UM_5";51.616;"A";
"2018";;"TI";"Ind_06_06";"UM_5";180.736;"A";
"2018";;"TI";"Ind_06_07";"UM_9";38952;"A";
"2018";;"TI";"Ind_06_08";"UM_9";1185;"A";
"2018";;"TI";"Ind_06_09";"UM_9";5434;"A";
"2018";;"TI";"Ind_06_10";"UM_9";32333;"A";
"2019";;"TI";"Ind_07_01";"UM_2";22.2290563;"A";
"2019";;"TI";"Ind_07_02";"UM_10";12.89841748;"A";
"2020";;"TI";"Ind_08_01";"UM_2";2.712031961;"A";
"2019";;"TI";"Ind_08_02";"UM_2";38.1;"A";
"2019";;"TI";"Ind_08_03";"UM_11";48.3;"A";
"2018";;"TI";"Ind_08_04";"UM_12";5.705254885;"A";
"2019";;"TI";"Ind_09_01";"UM_5";1110.128;"A";
"2019";;"TI";"Ind_09_02";"UM_5";2309.518;"A";
"2019";;"TI";"Ind_10_01";"UM_12";632.1704406;"A";
"2019";;"TI";"Ind_10_02";"UM_2";17.74773031;"A";
"2019";;"TI";"Ind_10_03";"UM_2";67.22816347;"A";
"2019";;"TI";"Ind_11_01";"UM_2";2.68266;"A";
"2019";;"TI";"Ind_12_01";"UM_13";236;"A";
"2019";;"TI";"Ind_12_02";"UM_12";5.2;"A";
"2019";;"TI";"Ind_12_03";"UM_12";162.6;"A";
"2019";;"TI";"Ind_12_04";"UM_14";6.3;"A";
"2019";;"TI";"Ind_13_01";"UM_2";22.84675584;"A";
"2019";;"TI";"Ind_13_02";"UM_2";45.18009294;"A";
"2019";;"TI";"Ind_13_03";"UM_2";31.97315122;"A";
"2019";;"TI";"Ind_13_04";"UM_2";32.27;"A";
"2019";;"TI";"Ind_14_01";"UM_2";20.52824998;"A";
"2019";;"TI";"Ind_14_02";"UM_2";18.19659056;"A";
"2019";;"TI";"Ind_14_03";"UM_2";14.06804066;"A";
"2019";;"TI";"Ind_14_04";"UM_2";11.65841649;"A";
"2019";;"TI";"Ind_14_05";"UM_2";;"M";
"2019";;"TI";"Ind_14_06";"UM_2";0.989424016;"A";
"2019";;"TI";"Ind_14_07";"UM_2";;"M";
"2019";;"TI";"Ind_14_08";"UM_2";0.829912675;"A";
"2019";;"TI";"Ind_14_09";"UM_2";12.1123552;"A";
"2019";;"TI";"Ind_14_10";"UM_2";17.98227705;"A";
"2019";;"TI";"Ind_15_01";"UM_15";40.0432441;"A";
"2019";;"TI";"Ind_15_02";"UM_15";10.32707596;"A";
"2019";;"TI";"Ind_15_03";"UM_15";2.391444008;"A";
"2019";;"VD";"Ind_01_01";"UM_1";805.098;"A";
"2010/2019";;"VD";"Ind_01_02";"UM_2";12.87248644;"A";
"2019";;"VD";"Ind_01_03";"UM_3";285.3854361;"A";
"2019";;"VD";"Ind_01_04";"UM_2";21.90093628;"A";
"2019";;"VD";"Ind_01_05";"UM_2";61.5327575;"A";
"2019";;"VD";"Ind_01_06";"UM_2";16.56630621;"A";
"2019";;"VD";"Ind_01_07";"UM_2";89.63430539;"A";
"2019";;"VD";"Ind_01_08";"UM_2";33.00020619;"A";
"2019";;"VD";"Ind_01_09";"UM_4";3.923345777;"A";
"2019";;"VD";"Ind_01_10";"UM_4";2.129353221;"A";
"2019";;"VD";"Ind_01_11";"UM_4";10.7302946;"A";
"2019";;"VD";"Ind_01_12";"UM_4";6.799468659;"A";
"2019";;"VD";"Ind_01_13";"UM_5";354.496;"A";
"2019";;"VD";"Ind_01_14";"UM_6";2.22606461;"A";
"2019";;"VD";"Ind_02_01";"UM_2";5.491711228;"A";
"2019";;"VD";"Ind_02_02";"UM_2";82.57014338;"A";
"2019";;"VD";"Ind_02_03";"UM_2";4.980415549;"A";
"2019";;"VD";"Ind_02_04";"UM_2";0.047224838;"U";
"2019";;"VD";"Ind_02_05";"UM_2";8.912674959;"A";
"2019";;"VD";"Ind_03_01";"UM_2";27.74631213;"A";
"2019";;"VD";"Ind_03_02";"UM_2";21.40563703;"A";
"2019";;"VD";"Ind_03_03";"UM_2";36.37412235;"A";
"2004/2009";;"VD";"Ind_04_01";"UM_7";3212.21;"A";
"2004/2009";;"VD";"Ind_04_02";"UM_2";9.320997071;"A";
"1979/1985";"2004/2009";"VD";"Ind_04_03";"UM_2";24.77809726;"A";
"2004/2009";;"VD";"Ind_04_04";"UM_2";42.40787495;"A";
"1979/1985";"2004/2009";"VD";"Ind_04_05";"UM_2";-5.10174935;"A";
"2004/2009";;"VD";"Ind_04_06";"UM_2";32.13706451;"A";
"2004/2009";;"VD";"Ind_04_07";"UM_2";16.13406346;"A";
"2019";;"VD";"Ind_05_01";"UM_2";76.5;"A";
"2020";;"VD";"Ind_05_02";"UM_2";4.5;"A";
"2018";;"VD";"Ind_06_01";"UM_8";74060.08303;"A";"P"
"2017/2018";;"VD";"Ind_06_02";"UM_2";4.94584748;"A";"P"
"2018";;"VD";"Ind_06_03";"UM_5";453.467;"A";
"2018";;"VD";"Ind_06_04";"UM_5";13.423;"A";
